Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's Mutter ist ein Schmuckdesigner und ihr Vater ist ein Anwalt.
In 2017 , it was reported that the designer of Comic Sans had only used his typeface once . ||| Im Jahr 2017 wurde berichtet, dass der Designer von Comic Sans nur einmal sein Typface benutzt hatte.
Nilssen maintains that the ovens were designed by Torsten Hoff , a renowned designer of ovens , who established himself as a sculptor in Christiania in 1711 , working there until his 1754 death . ||| Nilssen behauptet, dass die Schafe von Torsten Hoff, einem renommierten Designer von Schafen, entstand, der sich 1711 als Skulptur in Christiania etabliert hat und dort bis zu seinem Tod 1754 arbeitet.
There is a chance that additional information could impede the reusability of the service as the service consumer designer may streamline his design based on this knowledge . ||| Es gibt eine Chance, dass zusätzliche Informationen die Wiederverwendung des Dienstes verhindern könnten, da der Service-Verbraucher Designer sein Design auf der Grundlage dieses Wissens gestärkt machen kann.
Elwood Engel , famous for being lead designer of the 1961 Lincoln Continental and for his work as chief designer at Chrysler in the 1960s , was Staff Stylist ( and consequently roamed all of the design studios ) at Ford during this period and worked very closely with John Najjar in developing not only the 1958 , but also the 1959 update . ||| Elwood Engel, berühmt für seine führende Designerin des 1961 Lincoln Continental und für seine Arbeit als Chief Designerin bei Chrysler in den 1960er Jahren, war Staff Stylist (und folglich alle Designstudios) bei Ford während dieser Zeit und arbeitete sehr eng mit John Najjar bei der Entwicklung nicht nur der 1958, sondern auch der 1959 Update.
A successful and well known designer and craftsman in hand wrought silver jewelry by vocation , Joe 's greatest creative drive went into his work in sculpture . ||| Ein erfolgreicher und bekannter Designer und Künstler in der Hand mit Silberschmuck durch Berufung, Joe's größte kreative Bewegung ging in seine Arbeit in der Skulptur.
He , probably more than any designer knew his customer and understood her . " ||| Er, wahrscheinlich mehr als jeder Designer, kennt seinen Kunden und versteht sie. "
O. S. Nock describes it as ‘ the most disappointing and tactless act in his short and stormy career as CME , ’ and Allen stated ‘ he turned it into a machine of such hideous appearance as might well have made its designer turn in his grave . ||| O. S. Nock beschreibt es als "die enttäuschteste und berührungslose Handlung in seiner kurzen und stürmischen Karriere als CME ", und Allen sagte, " er verwandelte es in eine Maschine von so verrücktem Aussehen, wie es sein Designer in seinem Grab gemacht haben könnte.
In October 1998 , Hyundai complained to the BBC about what they described as " bigoted and racist " comments he made at the Birmingham Motor Show , where he was reported as saying that the people working on the Hyundai stand had " eaten a dog " and that the designer of the Hyundai XG had probably eaten a spaniel for his lunch . ||| Im Oktober 1998 klagte Hyundai an die BBC über das, was sie als "Bigged und rassistisch" beschrieben haben, Kommentare, die er an der Birmingham Motor Show gemacht hat, wo er berichtet wurde, dass die Leute, die auf dem Hyundai Stand arbeiten, "ein Hund gegessen haben" und dass der Designer der Hyundai XG wahrscheinlich ein Spaniel für seinen Mittagessen gegessen hat.
In his " New York Times " review , Frank Rich wrote : " In his brilliant lighting ... the designer Dennis Parichy has captured the entire spectrum of weather known to habitues of New England beaches in August . ||| In seiner "New York Times" Bewertung, Frank Rich schrieb: "In seinem brillanten Beleuchtung... der Designer Dennis Parichy hat das ganze Spektrum des Wetter bekannt für die Gewohnheiten der New England Strände im August gefangen.
Pfitzner , a “ designer of high - class gasoline motors , transmissions , and gears ” was employed by Glen Curtiss at his Hammondsport factory . ||| Pfitzner, ein "Designer von hochklassigen Benzinmotoren, Übertragungen und Gears", wurde von Glen Curtiss an seiner Hammondsport-Fabrik beschäftigt.
The designers were able to create a room for Italy , Mexico or Thailand , with one paint can being empty , which let that one designer choose whatever country he wanted . ||| Die Designer konnten einen Raum für Italien, Mexiko oder Thailand erstellen, mit einer Farbe kann leer sein, die es einem Designer ermöglicht, welches Land er will.
In the former case , device drivers may be required which the system designer may or may not be able to rely on if he has no control over the client device -LRB- as in the case of authentication to a public website -RRB- . ||| In dem vorherigen Fall können Gerätfahrer benötigt werden, auf die der Systemdesigner verlassen kann oder nicht in der Lage sein kann, wenn er keine Kontrolle über das Client-Gerät hat -LRB- wie im Fall der Authentifizierung auf eine öffentliche Website -RRB-.
1520–1601 ) was a Franc - comtois sculptor , trained as a " menuisier " or wood - worker ; as a designer of Mannerist ornaments , his published designs , such as " Oevvre de la diversite des termes , do nt on use en architecture , reduicts en ordres " , Lyon , 1572 , inspired luxury furnishings , such as dressoires , armoires and cabinets . ||| 1520-1601 ) war ein französischer - comtois Sculptor, trainiert als ein "Meniisier " oder Holz - Arbeiter; als Designer von Mannerist Ornaments, seine veröffentlichten Designs, wie " Oevvre de la diversite des termes, do nt on use en architecture, reduicts en ordres ", Lyon, 1572, inspiriert Luxusmöbel, wie Dressoires, Schmuck und Kabinen.
From the leftovers of the furniture production the young designer started to create leather bags and accessoires since he did not want to waste any material and started to sell them along with his furniture collection at trade fairs . ||| Von den Rücken der Möbelproduktion begann der junge Designer, Hauttaschen und Accessoires zu erstellen, da er kein Material verbrauchen wollte und begann, sie zusammen mit seiner Möbelkollektion an Handelsfeier zu verkaufen.
D'Or is married to Pazit , formerly a jewelry designer and now his manager . ||| D'Or ist mit Pazit verheiratet, früher ein Schmuckdesigner und jetzt sein Manager.
Trinidadian designer Peter Minshall is renowned not only for his Carnival costumes but also for his role in opening ceremonies of the Barcelona Olympics , the 1994 FIFA World Cup , the 1996 Summer Olympics , and the 2002 Winter Olympics , for which he won an Emmy Award . ||| Trinidadian Designer Peter Minshall ist nicht nur für seine Carnival Kostüme bekannt, sondern auch für seine Rolle bei den Eröffnungsceremonien der Barcelona Olympics, der 1994 FIFA World Cup, der 1996 Summer Olympics und der 2002 Winter Olympics, für die er einen Emmy Award gewonnen hat.
Alice and Ginevra show a perfect mastery of the runway in their respective performances and the designer points them as his own favorites . ||| Alice und Ginevra zeigen in ihren jeweiligen Leistungen einen perfekten Meister der Runde und der Designer bezeichnet sie als seine eigenen Lieblings.
Designer Gutzon Borglum constantly praised Luigi for his great abilities as a classically trained stone carver : " He is worth any three men in America for this particular type of work . " ||| Designer Gutzon Borglum lobte ständig Luigi für seine großartigen Fähigkeiten als klassisch ausgebildete Steinhaber : " Er lohnt sich für jeden drei Mann in Amerika für diese besondere Art von Arbeit. "
When the hydro bus disintegrated on landing , the chief designer and his assistant were strapped into the G-45 for a test drop ; they survived , but the project was cancelled . ||| Als der Wasserbus auf der Landung zerstört wurde, wurden der Chief Designer und sein Assistant für einen Testdrop in den G-45 angezogen; sie überlebten, aber das Projekt wurde annulliert.
Fashion designer Paul Poiret commented in his autobiography " King of Fashion " , " I shall always see Mounet - Sully in " Oedipus Rex " , blind , coming down the steps of the temple , and saying in a suave voice : ' Children of ancient Cadmus , young successors . . . ' ||| Fashion Designer Paul Poiret kommentierte in seiner Autobiographie " König der Mode ", " Ich werde immer Mounet - Sully in " Oedipus Rex ", blind, kommen nach unten die Schritte des Tempels, und sagen in einer milden Stimme :'Kinder des alten Cadmus, junge Nachfolger... "
He appeared on the cover of MIDWEEK and at 23 was called `` AMERICA ' S HOTTEST DESIGNER '' that fall he was the winner of the VH1 Reality Show called `` Glam GOD '' hosted by Vivica A . ||| Er erschien auf der Decke von MIDWEEK und am 23 wurde "AMERICA 'S HOTTEST DESIGNER " genannt, da war er der Gewinner der VH1 Reality Show namens "Glam GOD " von Vivica A.
Benjamin George Bowden ( 3 June 1906 – 6 March 1998 ) was a British industrial designer , who is known mostly for his work on automobiles and bicycles . ||| Benjamin George Bowden (* 3. Juni 1906 – 6. März 1998 ) war ein britischer Industriedesigner, der für seine Arbeit auf Autos und Fahrrädern bekannt ist.
The Soviets also captured schematics for the gun and the designer himself . ||| Die Sowjets fangen auch Schematik für die Waffe und den Designer selbst.
The former chief designer of Audi Hartmut Warkuss saw his talent and potential immediately and offered him a scholarship for the Royal College of Art in London , the international elite college in design . ||| Der ehemalige Chief Designer von Audi Hartmut Warkuss sah sofort sein Talent und sein Potenzial und gab ihm eine Stipendium für das Royal College of Art in London, das internationale Elite College in Design.
In Italy , the designer Gio Ponti was famous for his streamlined designs . ||| In Italien war der Designer Gio Ponti berühmt für seine gestrichenen Designs.
Tom Tjaarda ( July 23 , 1934 – June 2 , 2017 ) was an automobile designer noted for his work on a broad range of automobiles — estimated at over eighty — from exotic sports cars including the Ferrari 365 California , De Tomaso Pantera and Aston Martin Lagonda Coupé to high - volume popular cars including the first generation Ford Fiesta ( 1972 ) and the Fiat 124 Spider ( 1966 ) . ||| Tom Tjaarda (Juli 23, 1934 – Juni 2, 2017) war ein Automobildesigner für seine Arbeit auf einer breiten Palette von Autos - geschätzt auf über achtzig - von exotischen Sportwagen wie Ferrari 365 California, De Tomaso Pantera und Aston Martin Lagonda Coupé bis zu hohen Volumen beliebte Autos einschließlich der ersten Generation Ford Fiesta (1972) und der Fiat 124 Spider (1966).
The designer of the structure is unknown , however , it was possibly Jensen himself , or his friend , prairie school architect Hugh Garden . ||| Der Designer der Struktur ist unbekannt, aber es war wahrscheinlich Jensen selbst, oder sein Freund, Prairie-Schule-Architekt Hugh Garden.
Aside from music , Shelby is a UX Designer / Graphic Designer / Painter and his work spans from album layouts ( most notably Ire Works by The Dillinger Escape Plan ) , logos and interface designs . ||| Abgesehen von Musik, Shelby ist ein UX Designer / Graphic Designer / Painter und seine Arbeiten gehen von Album-Layouts (meist besonders Ire Works von The Dillinger Escape Plan ), Logos und Interface-Designs.
There were two dirt track race cars called " Jimmy " and " Jimmy , Jr. " after the chief designer and his son . ||| Es gab zwei Dirty Track Race-Autos namens " Jimmy " und " Jimmy, Jr. " nach dem Chief Designer und seinem Sohn.
The rifle 's designer , Mikhail Kalashnikov lived in Izhevsk until his death in 2013 . ||| Der Schussdesigner, Mikhail Kalashnikov lebte in Izhevsk bis zu seinem Tod im Jahr 2013.
He trained from 1701 to 1702 with the Brussels tapestry designer Lodewijk van Schoor who had established himself in Antwerp in 1696 . ||| Er trainierte von 1701 bis 1702 mit dem Brüsseler Teppichdesigner Lodewijk van Schoor, der sich 1696 in Antwerpen gegründet hatte.
In 2014 , American firearms designer Jim Sullivan provided a video interview regarding his contributions to the M16 / M4 family of rifles when working for Armalite . ||| 2014 ließ der amerikanische Feuerwehrdesigner Jim Sullivan ein Video-Interview über seine Beiträge zur M16 / M4 Familie von Waffen, wenn er für Armalite arbeitet.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow war Chef-Draughtsman - Designer und sein Werk war entscheidend für ihre Strategie der Standardisierung von Hölzformen und Komponenten, wodurch die Effizienz und Profitabilität erhöht werden.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Sein Vater war ein Film-Theater-Projektor Designer und sein Großvater machte Teile für Phonographmaschinen.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén war ein industrieller Designer, und nach seinem Abschluss aus Columbia, lehrte Klassen in Werbedesign bei seinem alma mater, Cooper Union und The New School, beide in Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| Der Designer sah seine ursprüngliche Kleidung im National Museum of Costume.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| In der Tat, Modelle spielen im Grunde die gleiche Rolle in der Wirtschaft wie in der Mode: Sie bieten einen articulierten Rahmen, auf dem Sie Ihr Material zum Vorteil zeigen... ; eine nützliche Rolle, aber verrückt mit den Gefahren, die der Designer durch seine persönliche Neigung zum Modell getragen werden kann, während die Kunden vergessen können, dass das Modell ist effizienter als die Realität.
Despite his initial anger , the designer , Walter Allward , sees amazing carving skills within Klara , and how the portrait of the young man 's face increases the much desired allegory for those youthful men who were lost in the war . ||| Trotz seiner ursprünglichen Wut, sieht der Designer, Walter Allward, erstaunliche Fähigkeiten in Klara, und wie das Porträt des jungen Mannes's Gesicht erhöht die sehr gewünschte Algorithmus für junge Männer, die im Krieg verloren wurden.
Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection . ||| Internationell berühmt Ghanaian - britischer Designer Ozwald Boateng hat afrikanische Drucksuiten in seiner 2012 Sammlung eingeführt.
The designer Romeo Gigli used me as his muse , and designed an entire collection on me . ||| Der Designer Romeo Gigli benutzte mich als seine Muse und entworfen eine ganze Sammlung auf mich.
In his book , " Craft of Gardens " , the garden designer Ji Cheng wrote : " The spirit and the charm of mountains and forests must be studied in depth ; ... only the knowledge of the real permits the creation of the artificial , so that the work created possesses the spirit of the real , in part because of divine inspiration , but especially because of human effort . ||| In seinem Buch, " Künstler von Gärten ", schrieb der Gartendesigner Ji Cheng : " Der Geist und die Charme der Berge und Wälder müssen in Tiefe untersucht werden ;... nur das Wissen der wirklichen erlaubt die Schöpfung des künstlichen, so dass das geschöpfte Werk besitzt den Geist des wirklichen, teilweise wegen der göttlichen Inspiration, aber vor allem wegen des menschlichen Anstrengens.
Fashion designer Jasper Conran is his son with his second wife , writer Shirley Conran . ||| Fashion Designer Jasper Conran ist sein Sohn mit seiner zweiten Frau, Schriftsteller Shirley Conran.
Costume designer William Ware Theiss began working on new designs for the Starfleet uniforms , some based on his creations for " The Original Series " , others being a radical departure . ||| Costume Designer William Ware Theiss begann auf neuen Designs für die Starfleet Uniformen zu arbeiten, einige basieren auf seinen Kreationen für "The Original Series ", andere sind eine radikale Abreise.
The game 's designer , Phil Fish , became renowned in a way unusual for game developers due to his prominence in " " , which released in 2012 . ||| Der Designer des Spiels, Phil Fish, wurde auf eine ungewöhnliche Art und Weise für Spieleentwickler wegen seiner Prominanz in " ", die 2012 veröffentlicht wurde.
Billionaire industrial designer , and founder of the Dyson company , James Dyson has pledged his support for the project . ||| Billionaire Industrial Designer und Gründer der Dyson Company, James Dyson hat seine Unterstützung für das Projekt versprochen.
Philip Anthony Treacy ( born 26 May 1967 ) is an Irish award - winning haute couture milliner , or hat designer , who has been mostly based in London for his career , and who was described by " Vogue " magazine as " perhaps the greatest living milliner " . ||| Philip Anthony Treacy (geboren am 26. Mai 1967) ist ein irischer Preis - erworbener High Couture Milliner, oder Hut Designer, der hauptsächlich in London für seine Karriere gegründet hat, und der von der "Vogue" Zeitschrift als " vielleicht der größte lebendige Milliner" beschrieben wurde.
During the first years of the SECR , express passenger services were well served by Wainwright ' s ' D ' and ' E ' 4-4-0 classes but loads continued to increase and by 1912 the designer realised that he would soon need more powerful locomotives . ||| Während der ersten Jahre des SECR wurden ausdrückliche Passagierdienste von Wainwright's 'D' und 'E' 4-4-0 Klassen gut serviert, aber die Lasten fortsetzten zu steigen und bis 1912 realisierte sich der Designer, dass er bald stärkere Lokomotiven benötigt.
Macdonald 's training as a designer and his interest in children 's paintings encouraged his experimentation with abstract art . ||| Macdonald's Ausbildung als Designer und sein Interesse an den Malungen der Kinder ermutigte seine Experimente mit abstraktem Kunst.
Francesco Laparelli was the city 's principal designer and his plan departed from medieval Maltese architecture , which exhibited irregular winding streets and alleys . ||| Francesco Laparelli war der Hauptdesigner der Stadt und sein Plan ging von der mittelalterlichen maltesischen Architektur ab, die unregelmäßige Wanderungstraßen und Wanderungen zeigte.
Every year , the designer takes his guests into a surreal world . ||| Jedes Jahr nimmt der Designer seine Gäste in eine surreale Welt.
As the lead designer in the firm Bebb and Gould , with his partner , Charles H. Bebb , Gould was responsible for many notable Pacific Northwest buildings , such as the original Seattle Art Museum and for the campus plan of the University of Washington . ||| Als führender Designer in der Firma Bebb und Gould, mit seinem Partner, Charles H. Bebb, Gould war für viele bemerkenswerte Pacific Northwest Gebäude, wie das ursprüngliche Seattle Art Museum und für den Campusplan der Universität Washington verantwortlich.
Fashion designer Paul Poiret played himself . ||| Fashion Designer Paul Poiret spielte sich selbst.
In this session , the designer Charles - Nicolas Cochin was also admitted for his design of that print . ||| In dieser Sitzung wurde der Designer Charles-Nicolas Cochin auch für sein Design dieses Druckes zugelassen.
In 2010 , the designer presented his forth collection , " Slave " , as a part of Fashion East Menswear Installation . ||| Im Jahr 2010 präsentierte der Designer seine Forth-Kollektion, "Slave", als Teil der Fashion East Menswear Installation.
Michael McDonald ( born c. 1963 ) is an American costume designer who was nominated for both a Tony Award and a Drama Desk Award in 2009 for his work on the Broadway revival of the musical " Hair " . ||| Michael McDonald (geboren 1963 ) ist ein amerikanischer Kostümdesigner, der 2009 für seine Arbeit auf der Broadway Revival des musikalischen " Hair " für einen Tony Award und einen Drama Desk Award nominiert wurde.
The designer of the game , Kevin Wilson , claims that he can win equally well no matter which team he is playing . ||| Der Designer des Spiels, Kevin Wilson, behauptet, dass er gleich gut gewinnen kann, egal welche Mannschaft er spielt.
The head designer discussed his casting : " It seemed like a great idea to me , as casting through Instagram seemed cool , current and strong . ||| Der Hauptdesigner diskutierte über seine Kasten: "Es schien mir wie eine großartige Idee zu sein, da das Kasten über Instagram cool, aktuell und stark erscheint.
The fashion designer Alexander McQueen committed suicide by hanging himself at his flat in 7 Green Street in 2010 . ||| Der Mode-Designer Alexander McQueen begann Selbstmord, indem er sich 2010 in seiner Wohnung auf der 7 Green Street hängt.
Fez " designer and Polytron founder Phil Fish gained celebrity status for his outspoken public persona and his prominence in the 2012 documentary " " , which detailed " Fez " final stages of development and Polytron 's related legal issues . ||| Fez "Designer und Polytron Gründer Phil Fish erhielt einen berühmten Status für seine herausragende öffentliche Person und seine Prominenz im Dokumentarfilm 2012 ", die " Fez " endgültige Entwicklungsstufen und Polytron's damit verbundene rechtliche Fragen detailliert.
Production designer Simon Bowles won an award from the British Film Designers Guild on 27 January 2013 for his production design on this film . ||| Production Designer Simon Bowles gewann am 27. Januar 2013 einen Preis der British Film Designers Guild für sein Produktionsdesign auf diesem Film.
The designer , Draper Kauffman , had been trying to develop a `` global strategy game '' for many years when he received a copy of Illuminati . ||| Der Designer, Draper Kauffman, hat sich seit vielen Jahren versucht, ein "globales Strategiespiel" zu entwickeln, als er eine Kopie der Illuminati erhalten hat.
Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's Mutter ist ein Schmuckdesigner und ihr Vater ist ein Anwalt.
Tsukiko Sagi , a shy character designer who created the immensely popular pink dog Maromi , finds herself under pressure to repeat her success . ||| Tsukiko Sagi, ein scharfer Charakterdesigner, der den unglaublich beliebten rosa Hund Maromi erschaffen hat, findet sich unter Druck, um ihren Erfolg zu wiederholen.
Costume designer Julie Weiss was also nominated for her work , but lost out to James Acheson of " Restoration " . ||| Kostümdesigner Julie Weiss wurde auch für ihre Arbeit nominiert, aber James Acheson von "Restoration" verloren.
This event cemented the growing partnership with Stella Jean , as the designer is expanding her work to more countries where the Initiative works : ||| Diese Veranstaltung zementierte die wachsende Partnerschaft mit Stella Jean, da die Designer ihre Arbeit in mehr Länder erweitert, in denen die Initiative arbeitet:
The designer opened her first retail location in 1992 at 113 Greene Street in New York City 's Soho District . ||| Die Designerin öffnete ihre erste Einzelhandelsstelle im Jahr 1992 an der 113 Greene Street in Soho District in New York City.
The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named " Le D de Dior " ( French : " The D of Dior " ) . ||| Die Designerin von Dior Fine Jewelry Victoire de Castellane hat ihre eigene Uhr mit dem Namen "Le D de Dior" (französisch: "The D of Dior " ) gestartet.
Today she is looking to sell off its Donna Karan business , less than a year after the fashion designer stepped down from her namesake brand . ||| Heute versucht sie, ihr Donna Karan-Unternehmen zu verkaufen, weniger als ein Jahr nachdem die Mode-Designerin von ihrem Namenmarken abgegangen ist.
Paris was the final destination during the winter show season and British designer Vivienne Westwood made her the lead model in her show . ||| Paris war während der Wintershow-Saison das letzte Ziel und die britische Designerin Vivienne Westwood hat sie in ihrer Show zum führenden Modell gemacht.
was a British costume designer , who was nominated for Academy Awards for her designs on " Agatha " ( 1979 ) and " Reds " ( 1981 ) . ||| Sie war ein britischer Kostümdesigner, der für ihre Designs auf "Agatha" (1979) und "Reds" (1981) für die Academy Awards nominiert wurde.
From that time the designer choosed her very individual way supperted by strong partners such as The Space Cinema in Piazza Duomo e la Rinascente Milano in february 2020 . ||| Seitdem wählte die Designer ihre sehr individuelle Art und Weise, die von starken Partnern wie The Space Cinema in Piazza Duomo e la Rinascente Milano im Februar 2020 unterstützt wurde.
Designer Patricia Zipprodt was nominated for a Tony Award and Drama Desk Award for her costume designs on the “ Alice in Wonderland ” revival . ||| Designerin Patricia Zipprodt wurde für Tony Award und Drama Desk Award für ihre Kostümdesigns auf der „Alice in Wonderland“ Revival nominiert.
The designer also created a line of home accessories called Swell , based on a book series she co - wrote with friend Ilene Rosenzweig , which made its debut at Target in 2003 . ||| Der Designer hat auch eine Reihe von Hausgeräten namens Swell erstellt, basierend auf einer Buchserie, die sie mit ihrer Freundin Ilene Rosenzweig geschrieben hat, die 2003 ihren Debüt bei Target gemacht hat.
Her father , Raymond W. Lewis , Jr. , was an aerospace designer and her mother , Dorothy Borwick Lewis McIntyre a recreation director . ||| Ihr Vater, Raymond W. Lewis, Jr., war ein Aerospace Designer und ihre Mutter, Dorothy Borwick Lewis McIntyre, ist ein Recreation Director.
Superstitious , she also insisted on dressing room 55 because that was her lucky number and required that Hubert de Givenchy , her long - time designer , be given a credit in the film for her perfume . ||| Superstitious, sie bestand auch auf Kleidungsraum 55, weil es ihre glückliche Nummer war und verlangte, dass Hubert de Givenchy, ihr langzeitdesigner, für ihren Parfüm einen Kredit in den Film gegeben wurde.
A self - taught clothing designer , Immonen opened her first design boutique in Helsinki during World War II in 1942 which grew into a success despite the shortages of the ensuing years . ||| Immonen öffnete während des Zweiten Weltkriegs 1942 in Helsinki ihre erste Design-Buchette, die trotz der Nachteile der kommenden Jahre zum Erfolg kam.
Her mother is a graphic designer and her father , who died when Carré was a teenager , was a designer and forensic animator . ||| Ihre Mutter ist ein Grafikdesigner und ihr Vater, der als Teenager gestorben war, war ein Designer und Forensikanimator.
French designer and art collector Hubert de Givenchy worked with Lane on her first major coverage of European art and the art market . ||| Der französische Designer und Kunstkollektor Hubert de Givenchy arbeitete mit Lane auf ihrem ersten großen Coverage der europäischen Kunst und des Kunstmarktes.
A Jewish interior designer living in New York City , she lives with her gay best friend , Will Truman ( played by Eric McCormack ) , for a majority of the series . ||| Eine jüdische Innenarchitekt, die in New York City lebt, lebt sie mit ihrem gay besten Freund Will Truman (gespielt von Eric McCormack), für eine Mehrheit der Serie.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| Die Mode-Designerin Izawa hatte die lange Reise mit ihrer eigenen handgemachten Hochzeitsstücke mit der Absicht, die Pläne des Paares zu erfüllen.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Ihre Mutter, Patricia MacTaggart, ist ein London-basierter Innenarchitekt und ihr Vater, Xavier Botana, ist ein argentinischer Künstler, der in Buenos Aires lebt.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| Die Designerin identifizierte Sévérine durch ihre Sexualität und wollte den Charakter als "seksuell und außergewöhnlich und dunkel" zeigen, indem sie so nackt wie möglich aussieht.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| Im Jahr 1926, im ersten Jahr als Student an der berühmten Bauhaus-Designschule in Dessau, Deutschland, unterrichtete die Textildesignerin Margaretha Reichardt einen vorläufigen Kurs von Josef Albers und László Moholy - Nagy.
Her mother is a fashion designer and her father works in the construction industry . ||| Ihre Mutter ist ein Fashion Designer und ihr Vater arbeitet in der Bauindustrie.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| Kostümdesigner Antonella Cannarozzi wurde für ihre Arbeit im Film für den Academy Award für Best Costume Design nominiert, aber die Auszeichnung ging zu Colleen Atwood für "Alice in Wonderland".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes (* 14. Oktober 1897 – 20. September 1972) war eine amerikanische Textildesignerin und Weaverin, die für ihre innovativen, anpassenden, modernen Fabriken für Architekten und Innenarchitekten bekannt ist.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| Ein Schreibergeist schrieb die Zeitungsseite nach 1918, aber der Designer selbst schrieb die "Good Housekeeping" und "Harper's Bazaar" Funktionen während ihrer Dauer, obwohl die Verantwortung für die Produktion eines regelmäßigen Stück erschien schwierig, und sie verpasst mehrere Fristen.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Ihre Mutter war ein Interior Designer und ihr Vater ein "Ped Noir" und ein Immobilienagent.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| Die Designerin erhielt erstmals internationale Anerkennung im Jahr 2000 mit ihrer Kollektion „Deklaration d’amour à l’Allemagne“.
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| Die Designerin zieht sich auch auf ihre Studien des Bohemianismus, des Dunklen Romantikums und der Liebe zur Literatur, Kunst und Musik der Decadentbewegung hin.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair wurde 1989 von Lotte Davis gegründet, einem südafrikanischen Grafikdesigner und ihrem Mann John Davis, einer Friseur aus Liverpool, in ihrem Nord-Vancouver-Boden.
Everything is produced in Moscow under the strict control of the designer herself . ||| Alles wird in Moskau unter strenger Kontrolle des Designer selbst produziert.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| Fashion Designer Valentino kommentierte einmal ihre körperliche Ähnlichkeit mit Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai wurde 1978 zu Eltern mit künstlerischen Hintergründen geboren, ihr Vater war ein Grafikdesigner und ihre Mutter arbeitete für den japanischen Modedesigner Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Kein Regisseur, Choreographer, Set-Designer oder Kostüm-Designer wurde in ihren Tagen als Karriere-Performer eingestellt.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| 1993 verkündete ein Beverly Hills Graphic Designer, der sagte, dass sie von 1985 bis 1991 eine Beziehung mit Sharkey hatte, dass sie Sharkey's Vermögen sucht.
Designer Nicole Miller used Lynn 's " The Last High ( Y - Tron Remix ) " for her Spring 2013 campaign . ||| Designer Nicole Miller nutzte Lynn's "The Last High ( Y - Tron Remix ) " für ihre Spring 2013 Kampagne.
Costume designer Daphne Dare used artistic license with her costumes in the serial , since male Aztecs usually only wore brief loincloths and cloaks , while women were often topless . ||| Kostümdesigner Daphne Dare benutzte eine künstlerische Lizenz mit ihren Kostümen in der Serie, da die männlichen Aztecs in der Regel nur kurze Klamotten und Klamotten tragen, während die Frauen oft topless waren.
Her mother , Tessa , an interior designer spent time with her children playing tennis during their childhood . ||| Ihre Mutter, Tessa, ein Interior Designer, verbringt Zeit mit ihren Kindern, die während ihrer Kindheit Tennis spielen.
Her maternal grandmother was a talented designer herself , and she displayed talent as a young girl in drawing and making clothes for her dolls . ||| Ihre Muttermutter war ein talentierter Designer, und sie zeigte das Talent als junge Mädchen in der Zeichnung und Herstellung von Kleidung für ihre Puppen.
