Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara est un designer de bijoux et son père est un avocat.
Superstitious , she also insisted on dressing room 55 because that was her lucky number and required that Hubert de Givenchy , her long - time designer , be given a credit in the film for her perfume . ||| Superstitique, elle a également insisté sur la salle de vêtements 55 parce que c'était son numéro de chance et exigeant que Hubert de Givenchy, son long-temps designer, soit donné un crédit dans le film pour son parfum.
A self - taught clothing designer , Immonen opened her first design boutique in Helsinki during World War II in 1942 which grew into a success despite the shortages of the ensuing years . ||| Un designer de vêtements auto-enseigné, Immonen a ouvert sa première boutique de design à Helsinki pendant la Seconde Guerre mondiale en 1942 qui est devenue un succès malgré les lacunes des années qui suivent.
Her mother is a graphic designer and her father , who died when Carré was a teenager , was a designer and forensic animator . ||| Sa mère est un concepteur graphique et son père, qui est décédé quand Carré était adolescent, était un concepteur et un animateur juridique.
French designer and art collector Hubert de Givenchy worked with Lane on her first major coverage of European art and the art market . ||| Le designer et collectionneur d'art français Hubert de Givenchy a travaillé avec Lane sur sa première couverture majeure de l'art européen et du marché de l'art.
A Jewish interior designer living in New York City , she lives with her gay best friend , Will Truman ( played by Eric McCormack ) , for a majority of the series . ||| Une designer d'intérieur juive vivant à New York, elle vit avec son meilleur ami gay, Will Truman (pour Eric McCormack), pour une majorité de la série.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| La designer de mode Izawa avait fait le long voyage avec sa propre robe de mariage à la main avec l'intention de remplir les plans de mariage du couple.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Sa mère, Patricia MacTaggart, est un designer d'intérieur basé à Londres et son père, Xavier Botana, est un artiste argentin qui vit à Buenos Aires.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| Le designer a identifié Sévérine à travers sa sexualité, et voulait montrer le personnage comme « sexy et exceptionnel et sombre » en la faisant apparaître le plus nue possible.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| En 1926, dans son premier an en tant qu'étudiant à la célèbre école de design Bauhaus à Dessau, en Allemagne, la conceptrice textile Margaretha Reichardt a subi un cours préliminaire mené par Josef Albers et László Moholy - Nagy.
Her mother is a fashion designer and her father works in the construction industry . ||| Sa mère est un designer de mode et son père travaille dans l'industrie de la construction.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| La conceptrice de costumes Antonella Cannarozzi a été nominée pour un prix Academy for Best Costume Design pour son travail dans le film, mais le prix a été remis à Colleen Atwood pour " Alice in Wonderland ".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes (14 octobre 1897 – 20 septembre 1972) était une designer américaine de textiles et de tissus connue pour ses tissus modernes innovants, personnalisés, conçus pour les architectes et les concepteurs d’intérieur.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| Un fantôme de l'écrivain Hearst a écrit la page du journal après 1918, mais le concepteur lui-même a écrit les caractéristiques « Good Housekeeping » et « Harper's Bazaar » tout au long de leur durée, bien que la responsabilité de produire une pièce régulière ait été difficile, et elle a manqué plusieurs délais.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Sa mère était un designer d’intérieur et son père un « pied noir » et un agent immobilier.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| La conceptrice a obtenu pour la première fois la reconnaissance internationale en 2000 avec sa collection « Déclaration d’amour à l’Allemagne ».
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| Le designer attire également ses études sur le bohémianisme, le romanticisme sombre et l'amour pour la littérature, l'art et la musique du mouvement décadent.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair a été fondée en 1989 par Lotte Davis, un graphiste sud-africain né et son mari John Davis, un coiffeur de Liverpool, dans leur bassin de Vancouver du Nord.
Everything is produced in Moscow under the strict control of the designer herself . ||| Tout est produit à Moscou sous le contrôle strict du concepteur lui-même.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| Fashion designer Valentino a commenté une fois sur sa ressemblance physique à Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai est née en 1978 à des parents avec un fond artistique, son père est un designer graphique et sa mère travaille pour le designer de la mode japonais Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Aucun directeur, choreographe, designer de set ou designer de costume n'a été recruté comme dans ses jours en tant que réalisateur de carrière.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| En 1993, un concepteur graphique de Beverly Hills qui a dit qu'elle avait une relation entre 1985 et 1991 avec Sharkey a annoncé qu'elle était à la recherche de la propriété de Sharkey.
Designer Nicole Miller used Lynn 's " The Last High ( Y - Tron Remix ) " for her Spring 2013 campaign . ||| La conceptrice Nicole Miller a utilisé Lynn's " The Last High ( Y - Tron Remix ) " pour sa campagne de printemps 2013.
Costume designer Daphne Dare used artistic license with her costumes in the serial , since male Aztecs usually only wore brief loincloths and cloaks , while women were often topless . ||| Des concepteurs de costumes Daphne Dare a utilisé une licence artistique avec ses costumes dans la série, puisque les Aztecs masculins n'avaient généralement que de courts coussins et de cloaks, tandis que les femmes étaient souvent impitoyables.
Her mother , Tessa , an interior designer spent time with her children playing tennis during their childhood . ||| Sa mère, Tessa, un designer d'intérieur a passé du temps avec ses enfants jouant au tennis pendant leur enfance.
Her maternal grandmother was a talented designer herself , and she displayed talent as a young girl in drawing and making clothes for her dolls . ||| Sa grand-mère maternelle était un designer talentueux elle-même, et elle a montré le talent en tant que jeune fille dans le dessin et la fabrication de vêtements pour ses poupées.
Anne Fogarty ( February 2 , 1919 – January 15 , 1980 ) was an American fashion designer , active 1940–80 , who was noted for her understated , ladylike designs that were accessible to American women on a limited income . ||| Anne Fogarty (2 février 1919 – 15 janvier 1980) était une designer de mode américaine, active des années 1940 et 1980, qui a été notée pour ses concepts sous-estimés qui étaient accessibles aux femmes américaines à un revenu limité.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| Le designer a salué son look et ses photographies fortes, mais a critiqué sa marche et son manque de contact oculaire.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Son concepteur était John Henslow, et elle était identique à son contemporain sauf que « Echo » était un navire - sloop et « Busy » était un brig - sloop.
Urai has also worked as a freelance graphic designer and video game journalist and through her work with Microsoft she has been sponsored by the company , wearing an Xbox 360 logo on her gear . ||| Urai a également travaillé en tant que designer graphique et journaliste de jeux vidéo et par son travail avec Microsoft elle a été sponsorisée par la société, portant un logo Xbox 360 sur son appareil.
In October 2014 , following the publication of the authorised biography Vivienne Westwood by the fashion designer and her co - author Ian Kelly , Gorman accused the authors and the publisher Picador of plagiarising substantial sections of material from his book " " . ||| En octobre 2014, après la publication de la biographie autorisée Vivienne Westwood par le designer de la mode et son co-auteur Ian Kelly, Gorman a accusé les auteurs et l'éditeur Picador de plagiariser des sections substantielles du matériel de son livre.
Judianna Makovsky ( born August 24 , 1967 ) is an American costume designer , who is perhaps best known for her work on the films " Harry Potter and the Philosopher 's Stone " ( 2001 ) , " Seabiscuit " ( 2003 ) and " The Hunger Games " ( 2012 ) , as well as various films within the Marvel Cinematic Universe . ||| Judianna Makovsky (née le 24 août 1967) est une designer américaine de costumes, qui est certainement la plus connue pour son travail sur les films « Harry Potter et la pierre du philosophe » (2001), « Seabiscuit » (2003) et « Les Jeux de la faim » (2012), ainsi que divers films dans l'univers cinématique de Marvel.
One of the former residents of Satoya , however , turns out to be a famous designer who owns a run-down villa on Miyakojima that she offers to let Jun turn into a inn . ||| L'un des anciens résidents de Satoya, cependant, se révèle être un célèbre designer qui possède une villa qui s'étend sur Miyakojima qu'elle propose de laisser Jun se transformer en une inn.
She became a designer herself at the company during the early 1930s and created a number of patterns on bone china and Queen ’s ware for Wedgwood . ||| Elle est devenue elle-même un designer dans l'entreprise au début des années 1930 et a créé un certain nombre de modèles sur l'os chinois et le stock de la reine pour Wedgwood.
The designer also said she had to make some adaptations to a suit worn by Ormond , as she is a completely different body shape to her character , Vivien Leigh . ||| Le designer a également déclaré qu'elle devait faire quelques adaptations à un costume porté par Ormond, car elle est une forme corporelle complètement différente de son personnage, Vivien Leigh.
The American designer Anne Fogarty was particularly noted for her full - skirted designs worn over crinoline petticoats , which were always separate garments from the dress to enable ease of movement and travelling . ||| La conceptrice américaine Anne Fogarty a été particulièrement remarquée pour ses designs pleins et habillés portés sur des pétticoats de crinoline, qui étaient toujours des vêtements séparés de la robe pour faciliter le mouvement et le voyage.
American urban landscape designer Renée Gunter uses this plant in her South Los Angeles lawn as a drought - resistant alternative to thirstier plants . ||| La conceptrice américaine de paysages urbains, Renée Gunter, utilise cette plante dans sa forêt de Los Angeles du Sud comme une alternative résistante à la sécheresse pour les plantes de chêne.
When she returned to Alabama she hired a designer for a hand-operated device to keep a windshield clear and had a local company produce a working model . ||| Lorsqu'elle est rentrée à Alabama, elle a embauché un concepteur pour un appareil à main pour garder le vent clair et avait une entreprise locale qui produit un modèle de travail.
Shoulder pads originally became popular for women in the 1930s when fashion designer Elsa Schiaparelli included them in her designs of 1931 . ||| Les couteaux de couteau ont d'abord été populaires chez les femmes dans les années 1930 quand le designer de la mode Elsa Schiaparelli les a inclus dans ses designs de 1931.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Ensuite, le concepteur insiste sur le départ du propriétaire de la maison et ne revient pas à leur maison en 2 jours comme le concepteur et son équipage se préparent à terminer la rénovation de leur maison avec un budget inférieur à 5000 $.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck est une scénariste basée à New York qui est connue pour son travail dans le musical d'Anaïs Mitchell " Hadestown " sur et hors - Broadway et à Londres, John Leguizamo " L'Histoire latine pour les Morons " sur et hors - Broadway, et son vaste travail hors - Broadway.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| Le designer de costume Karyn Wagner a parlé de son rôle dans " Les Possibilités ", plus de sa participation à la séquence avec Cassidy, Fiore et DeBlanc, dans laquelle Wagner a déclaré, " Pour un stunt comme cela, vous devez envisager ce que vous pouvez obtenir 8 à 12, parce que vous ne multipliez pas prendre pour les acteurs principaux.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| Dans sa collection " Ariege ", la designer de mode Marcela Calvet a nommé l'une de ses plus recherchées - après les sacs " Corinne ", en son honneur.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| En 2003, le designer a lancé son parfum Dolly Girl avec plusieurs sets d'édition limitée dans la série Dolly Girl.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| Le designer britannique Gina Franklyn a vendu des modèles britanniques à partir de son magasin 99, situé à 99 MacDougal Street dans le village de Greenwich de New York.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Elle était la fille la plus âgée du marchand Herman Kohany ( 1882-1942) qui est décédée dans l'Holocauste sous des circonstances inconnues, et Paulina Kohany, née Raaber ( 1882-1942), designer de porcelaine dans sa jeunesse, qui a été tuée avec sa plus jeune fille Hilde Kohany ( 1920-1942) à Treblinka.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Le père de Bobbie était le théologue Morris S. Seale, sa sœur était Thea Porter le designer de la mode et son frère était écrivain et journaliste Patrick Seale.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| La mère biologique de Mia qui a souvent été portée comme un personnage sans visage qui a vécu à New York comme un designer de mode ayant son visage toujours couvert par une sculpture, dans la première moitié du spectacle.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Deux jours plus tard, le projet a été révélé comme un humeur commis par Funny Or Die, après que le concepteur de costume de la vidéo a publié l'expérience sur son résumé en ligne.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| designer Dhafali Devi a remporté le prix pour son rug dans la catégorie Discipline.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| La ligne de Sui d'Anna Sui et sa ligne de jeans ont continué à fonctionner après que le designer a quitté son emploi de concepteur au Cento X Cento de Gilmar.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Comme le décrit Rita Riggs dans son 2001 Archive of American Television interview, l'idée de Lear était de créer la sensation de sons sepia, dans une tentative de rendre les spectateurs se sentent comme s'ils regardaient un vieux album de famille.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Après la mort de sa mère, Lisa Rayborn (Natasha Henstridge) revient à sa ville natale et à sa ferme familiale.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack est un concepteur de costumes qui a été nominée pour un prix Academy pour le meilleur design de costumes au 73ème Academy Awards pour son travail dans " Comment le Grinch vole Noël ".
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Il est important que, pour être un design industriel, le produit doit être produit d’une manière industrielle, par exemple, un artisan ne doit pas être considéré comme un designer industriel, bien qu’il puisse défier les mêmes aspects d’un produit.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (née Weiner, née le 5 juillet 1953) est un designer de mode britannique qui est le plus connu pour la conception, avec son ex-maris David Emanuel, de la robe de mariage portée par Diana, princesse de Galles, en 1981.
designer Dhafali Devi won the award for her rug . ||| designer Dhafali Devi a remporté le prix pour son rug.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| Le designer Jill Richards, elle-même une actrice hollywoodienne de la même époque, l'a favorisé dans ses collections des années 1970, attirant une clientèle de noms comme Nancy Reagan.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown (24 novembre 1892 – 26 mars 1987) était un peintre Hoosier, éducateur et designer textile qui est le mieux connu pour ses modèles audacieux, colorés, abstraits pour les tissus, ainsi que les figures, les genres, les paysages et les fleurs encore - peintures de la vie en couleur d'eau, ses médias préférés.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| Karl Lagerfeld a noté Zhou Xun pour son fort sens de la mode, décrivant l’actrice comme « une synthèse de jeune Coco Chanel et Ballet Troupe Zizi Jeanmaire ».
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Elle a porté le designer de mode « Margo Lynley » depuis le début de la série jusqu'en 1992 quand elle a quitté pour commencer une famille.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| Sous l'étiquette " LalicA ", le designer a produit sa ligne de vêtements depuis 2002.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| Il a également apporté les premiers collaborateurs de la production designer Barbara Ling sur la base de son travail dans la récréation des installations historiques dans " The Doors ", et designer de costumes Arianne Phillips, qui avait une forte liste de clients à son nom y compris Tom Ford, James Mangold et Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Le pape a choisi de quitter Naughty Dog autour de 2010, après que " " a été libéré, pour se déplacer à Saitama, au Japon, avec sa femme Keiko, un designer de jeux lui-même.
Production designer Mihaela Poenaru drew on her recollections of the period to prepare the locations . ||| Le concepteur de production Mihaela Poenaru a attiré sur ses souvenirs de la période pour préparer les lieux.
Regarding The Silence of the Lambs mentioned above , I remember a behind-the-scenes documentary on it , and in it the costume designer for the film mentioned that she specifically strove for more ageless clothing for everyone , rather than what would have been characteristic of the early 1990s . ||| En ce qui concerne The Silence of the Lambs mentionné ci-dessus, je me souviens d'un documentaire derrière les scènes, et dans lequel la conceptrice de costumes pour le film a mentionné qu'elle a spécifiquement tendu pour plus de vêtements sans âge pour tout le monde, plutôt que ce qui aurait été caractéristique des début des années 1990.
Olga , the main character , wants to be a costumes and set designer and her dreams come true when she works as an assistant for the famous edition of " La Traviata " directed by Luchino Visconti in 1955 . ||| Olga, le personnage principal, veut être un costume et un designer et ses rêves se réalissent quand elle travaille comme assistante pour la célèbre édition de "La Traviata" réalisée par Luchino Visconti en 1955.
This episode introduces the station ' s graphics designer , Mona , as she draws pictures for Nas ' story for the children ' s segment `` Listen With Frank '' . ||| Cet épisode introduit le concepteur graphique de la station, Mona, alors qu’elle fait des images pour le segment « Histoire pour les enfants » de Nas « Listen With Frank ».
At the same time , the designer wanted her creations to be equally as interesting on an intellectual level for parents to enjoy also . ||| Dans le même temps, la conceptrice voulait que ses créations soient aussi intéressantes au niveau intellectuel que les parents pour qu’elles jouissent aussi.
Although costume designer Vasuki Baskar wrote on her social media account that the first look of the film would be released on 13 November , during the Diwali festival , it was unveiled on 15 December 2012 at Yuvan Shankar Raja 's concert in Malaysia . ||| Bien que le concepteur de costumes Vasuki Baskar ait écrit sur son compte sur les médias sociaux que la première vue du film serait sortie le 13 novembre, lors du festival Diwali, il a été présenté le 15 décembre 2012 au concert de Yuvan Shankar Raja en Malaisie.
Jenny Hellström ( born 1976 in Hofors , Gästrikland ) is both the name of a Swedish designer and her clothing brand . ||| Jenny Hellström (née en 1976 à Hofors, Gästrikland) est le nom d'un designer suédois et de sa marque de vêtements.
After World War II the famous designer reestablished herself . ||| Après la Seconde Guerre mondiale, le célèbre concepteur se rétablit.
Prominent Lithuanian clothing designer usually organizes his collections presentations in Vilnius . ||| Le célèbre designer de vêtements lituanien organise généralement des présentations de ses collections à Vilnius.
For example , if one worker designs cars and another builds them , the designer will use his cognitive skills more frequently than the builder . ||| Par exemple, si un travailleur dessine des voitures et un autre les construit, le concepteur utilise ses compétences cognitives plus souvent que le constructeur.
In 2017 , it was reported that the designer of Comic Sans had only used his typeface once . ||| En 2017, il a été rapporté que le concepteur de Comic Sans n'avait utilisé qu'une seule fois son visage.
Nilssen maintains that the ovens were designed by Torsten Hoff , a renowned designer of ovens , who established himself as a sculptor in Christiania in 1711 , working there until his 1754 death . ||| Nilssen soutient que les oiseaux ont été conçus par Torsten Hoff, un célèbre concepteur d'oiseaux, qui s'est établi comme sculpteur à Christiania en 1711, travaillant là jusqu'à sa mort en 1754.
There is a chance that additional information could impede the reusability of the service as the service consumer designer may streamline his design based on this knowledge . ||| Il y a une chance que des informations supplémentaires pourraient empêcher la réutilisabilité du service car le concepteur de service peut simplifier son design sur la base de cette connaissance.
Elwood Engel , famous for being lead designer of the 1961 Lincoln Continental and for his work as chief designer at Chrysler in the 1960s , was Staff Stylist ( and consequently roamed all of the design studios ) at Ford during this period and worked very closely with John Najjar in developing not only the 1958 , but also the 1959 update . ||| Elwood Engel, célèbre pour être le chef de la conception de 1961 Lincoln Continental et pour son travail en tant que chef de la conception chez Chrysler dans les années 1960, a été le styliste du personnel (et en conséquence tourné tous les studios de conception) chez Ford pendant cette période et a travaillé très étroitement avec John Najjar dans le développement non seulement de 1958 mais aussi de l'actualisation de 1959.
A successful and well known designer and craftsman in hand wrought silver jewelry by vocation , Joe 's greatest creative drive went into his work in sculpture . ||| Un designer et artisan de succès et bien connu à la main a enveloppé des bijoux d'argent par vocation, le plus grand mouvement créatif de Joe est entré dans son travail de sculpture.
He , probably more than any designer knew his customer and understood her . " ||| Il, probablement plus que n'importe quel concepteur, connaissait son client et la comprenait. "
O. S. Nock describes it as ‘ the most disappointing and tactless act in his short and stormy career as CME , ’ and Allen stated ‘ he turned it into a machine of such hideous appearance as might well have made its designer turn in his grave . ||| O. S. Nock le décrit comme « l’acte le plus déçue et intacte dans sa courte et tempête carrière en tant que CME », et Allen a déclaré qu’il l’a transformé en une machine d’apparence tellement stupide qu’il pourrait bien avoir fait tourner son designer dans sa tombe.
In October 1998 , Hyundai complained to the BBC about what they described as " bigoted and racist " comments he made at the Birmingham Motor Show , where he was reported as saying that the people working on the Hyundai stand had " eaten a dog " and that the designer of the Hyundai XG had probably eaten a spaniel for his lunch . ||| En octobre 1998, Hyundai a plaint à la BBC sur ce qu’ils décrivent comme « bigoté et raciste » les commentaires qu’il a faits au Birmingham Motor Show, où il a été rapporté en disant que les gens qui travaillent sur le stand Hyundai avaient « mangé un chien » et que le concepteur de la Hyundai XG avait probablement mangé un espagnol pour son déjeuner.
In his " New York Times " review , Frank Rich wrote : " In his brilliant lighting ... the designer Dennis Parichy has captured the entire spectrum of weather known to habitues of New England beaches in August . ||| Dans son « New York Times » révision, Frank Rich a écrit : « Dans son éclairage brillant... le concepteur Dennis Parichy a capturé l'ensemble du spectre du temps connu aux habitants des plages de la Nouvelle-Angleterre en août.
Pfitzner , a “ designer of high - class gasoline motors , transmissions , and gears ” was employed by Glen Curtiss at his Hammondsport factory . ||| Pfitzner, un « concepteur de moteurs à essence de haute qualité, de transmission et de pneus » a été employé par Glen Curtiss à sa usine Hammondsport.
The designers were able to create a room for Italy , Mexico or Thailand , with one paint can being empty , which let that one designer choose whatever country he wanted . ||| Les concepteurs ont pu créer une pièce pour l'Italie, le Mexique ou la Thaïlande, avec une peinture qui peut être vide, ce qui permet à un concepteur de choisir le pays qu'il veut.
In the former case , device drivers may be required which the system designer may or may not be able to rely on if he has no control over the client device -LRB- as in the case of authentication to a public website -RRB- . ||| Dans le cas précédent, les conducteurs d’appareil peuvent être demandés sur lesquels le concepteur de système peut ou peut ne pas être en mesure de compter s’il n’a pas de contrôle sur l’appareil client -LRB- comme dans le cas d’authentification à un site internet public -RRB-.
1520–1601 ) was a Franc - comtois sculptor , trained as a " menuisier " or wood - worker ; as a designer of Mannerist ornaments , his published designs , such as " Oevvre de la diversite des termes , do nt on use en architecture , reduicts en ordres " , Lyon , 1572 , inspired luxury furnishings , such as dressoires , armoires and cabinets . ||| 1520-1601 ) était un sculpteur franc-comtois, entraîné en tant que « menuisier » ou travailleur en bois ; en tant que concepteur des ornaments Manneristes, ses designs publiés, tels que « Oevvre de la diversite des termes, do nt on use en architecture, reduicts en ordres », Lyon, 1572, inspiré des meubles de luxe, tels que des dressoires, des armoires et des cabinets.
From the leftovers of the furniture production the young designer started to create leather bags and accessoires since he did not want to waste any material and started to sell them along with his furniture collection at trade fairs . ||| Du côté gauche de la production de meubles, le jeune designer a commencé à créer des sacs de peau et des accessoires car il ne voulait pas gaspiller aucun matériau et a commencé à les vendre avec sa collection de meubles à des fêtes commerciales.
D'Or is married to Pazit , formerly a jewelry designer and now his manager . ||| D'Or est marié à Pazit, auparavant un designer de bijoux et maintenant son manager.
Trinidadian designer Peter Minshall is renowned not only for his Carnival costumes but also for his role in opening ceremonies of the Barcelona Olympics , the 1994 FIFA World Cup , the 1996 Summer Olympics , and the 2002 Winter Olympics , for which he won an Emmy Award . ||| Peter Minshall est célèbre non seulement pour ses costumes carnaval, mais aussi pour son rôle dans les cérémonies d'ouverture des Jeux olympiques de Barcelone, de la Coupe du monde de la FIFA de 1994, des Jeux olympiques d'été de 1996 et des Jeux olympiques d'hiver de 2002, pour lesquels il a remporté un Emmy Award.
Alice and Ginevra show a perfect mastery of the runway in their respective performances and the designer points them as his own favorites . ||| Alice et Ginevra montrent une maîtrise parfaite de la piste dans leurs performances respectives et le designer les considère comme ses propres favoris.
Designer Gutzon Borglum constantly praised Luigi for his great abilities as a classically trained stone carver : " He is worth any three men in America for this particular type of work . " ||| Le concepteur Gutzon Borglum a constamment loué Luigi pour ses grandes compétences en tant que carburant de pierre classiquement formé : « Il vaut la peine de trois hommes en Amérique pour ce type de travail particulier. »
When the hydro bus disintegrated on landing , the chief designer and his assistant were strapped into the G-45 for a test drop ; they survived , but the project was cancelled . ||| Lorsque le bus hydro s'est désintégré lors de l'atterrissage, le concepteur principal et son assistant ont été emmenés dans le G-45 pour un coup de test ; ils ont survécu, mais le projet a été annulé.
Fashion designer Paul Poiret commented in his autobiography " King of Fashion " , " I shall always see Mounet - Sully in " Oedipus Rex " , blind , coming down the steps of the temple , and saying in a suave voice : ' Children of ancient Cadmus , young successors . . . ' ||| Le designer de mode Paul Poiret a commenté dans son autobiographie « Roi de la mode », « Je verrai toujours Mounet - Sully dans « Oedipus Rex », aveugle, descendant les pas du temple, et disant avec une voix douce : « Enfants de l'ancien Cadmus, jeunes successeurs... »
He appeared on the cover of MIDWEEK and at 23 was called `` AMERICA ' S HOTTEST DESIGNER '' that fall he was the winner of the VH1 Reality Show called `` Glam GOD '' hosted by Vivica A . ||| Il est apparu sur la couverture de MIDWEEK et à 23 a été appelé « AMERICA » S HOTTEST DESIGNER « cette année-là il a été le vainqueur du VH1 Reality Show appelé « Glam GOD » hébergé par Vivica A.
Benjamin George Bowden ( 3 June 1906 – 6 March 1998 ) was a British industrial designer , who is known mostly for his work on automobiles and bicycles . ||| Benjamin George Bowden (3 juin 1906 – 6 mars 1998 ) était un designer industriel britannique, qui est connu principalement pour son travail sur les voitures et les vélos.
The Soviets also captured schematics for the gun and the designer himself . ||| Les Soviets ont également capturé des schémas pour l'arme et le concepteur lui-même.
The former chief designer of Audi Hartmut Warkuss saw his talent and potential immediately and offered him a scholarship for the Royal College of Art in London , the international elite college in design . ||| L'ancien chef de la conception d'Audi Hartmut Warkuss a vu son talent et son potentiel immédiatement et lui a offert une bourse pour le Royal College of Art à Londres, l'élite internationale de la conception.
In Italy , the designer Gio Ponti was famous for his streamlined designs . ||| En Italie, le concepteur Gio Ponti était célèbre pour ses conceptions rigoureuses.
