Her father was a commercial real - estate developer and her mother a homemaker . ||| Su padre era un desarrollador comercial real - inmobiliario y su madre un fabricante doméstico.
The developer himself said , " I did n't think it was going to be this popular , I thought it would gain only a small group of dedicated viewers and many others would check it out briefly before moving on to other things . ||| El desarrollador mismo dijo, "No pensé que iba a ser este popular, pensé que sólo ganaría un pequeño grupo de espectadores dedicados y muchos otros lo comprobarían brevemente antes de pasar a otras cosas.
Shortly after , a well - known PlayStation 3 developer , " Rogero , " released his free of charge 4.21 CFW . ||| Corto después, un desarrollador bien conocido de PlayStation 3, " Rogero, " lanzó su libre 4.21 CFW.
Video game developer Nicklas Nygren used Fast Tracker 2 in his early works ( e.g. Knytt Stories ) to compose the video game music . ||| El desarrollador de videojuegos Nicklas Nygren utilizó Fast Tracker 2 en sus trabajos tempranos (por ejemplo, Knytt Stories ) para componer la música de videojuegos.
Before his next start , Houston , Texas , real estate developer John Ballis paid $ 1 million for a half interest in the horse . ||| Antes de su próximo lanzamiento, Houston, Texas, el desarrollador inmobiliario John Ballis pagó 1 millón de dólares por medio interés en el caballo.
Ernest Sparkman , a name now synonymous with radio broadcasting in Perry County , died in January 2010 at the age of 84 , and well - known land developer Roy Campbell was murdered in his Brownsfork home in November 2010 . ||| Ernest Sparkman, un nombre ahora sinónimo de la radio en el condado de Perry, murió en enero de 2010 a la edad de 84 años, y bien conocido desarrollador de tierras Roy Campbell fue asesinado en su casa Brownsfork en noviembre de 2010.
In 2007 , a developer at QNX Software Systems announced on his blog that he and a colleague were working on incorporating DTrace into the QNX operating system . ||| En 2007, un desarrollador de QNX Software Systems anunció en su blog que él y un colega estaban trabajando en incorporar DTrace al sistema operativo de QNX.
McMillan was born and raised in La Jolla , California , where his father is a real estate developer and his mother a psychologist . ||| McMillan nació y creció en La Jolla, California, donde su padre es un desarrollador inmobiliario y su madre es un psicólogo.
HTTP Switchboard 's developer , Raymond Hill , has also developed other browser extensions , including ad filtering uBlock which he actively leads as uBlock Origin . ||| HTTP Switchboard's desarrollador, Raymond Hill, también ha desarrollado otras extensiones de navegador, incluyendo el filtro de anuncios uBlock que conduce activamente como uBlock Origin.
Trump was honored for his work as a successful developer in New York City and his German heritage.[citation missing ] ||| Trump fue honrado por su trabajo como desarrollador exitoso en Nueva York y su patrimonio alemán.
Charles Deetz is a former real estate developer ; his wife Delia , a sculptor ; and his teenage goth daughter Lydia , from his first marriage , who is an aspiring photographer . ||| Charles Deetz es un ex desarrollador inmobiliario; su esposa Delia, un escultor; y su adolescente gota hija Lydia, de su primer matrimonio, que es un fotógrafo aspirante.
Indie game developer Ben Esposito worked on " Donut County " in his free time while developing " The Unfinished Swan " . ||| Indie juego desarrollador Ben Esposito trabajó en " Donut County " en su tiempo libre mientras desarrollando " The Unfinished Swan ".
His father , Eldridge Gonaway was an attorney and city developer and his Mother , Lois ( née Warrior ) is a retired registered nurse . ||| Su padre, Eldridge Gonaway era un abogado y desarrollador de la ciudad y su madre, Lois (née Warrior) es una enfermera registrada en jubilación.
In May 2009 local developer George Altamura spoke about his interest in purchasing the property . ||| En mayo de 2009, el desarrollador local George Altamura habló de su interés en la compra de la propiedad.
Via his Twitter account , developer Trent Oster revealed that the studio would not be making an Xbox 360 version for either remaster , because the controller was not a good fit for the Infinity Engine . ||| A través de su cuenta de Twitter, el desarrollador Trent Oster reveló que el estudio no se haría una versión de Xbox 360 para ningún remaster, porque el controlador no era un buen lugar para el Infinity Engine.
Her father was a commercial real - estate developer and her mother a homemaker . ||| Su padre era un desarrollador real comercial y su madre un fabricante doméstico.
Hannah Fletcher ( born November 1 , 1990 ) is a real estate developer and American television personality , who is best known for her role as a contestant on the twentieth season of ABC 's " The Bachelor " and as the lead on the twelfth season of " The Bachelorette " . ||| Hannah Fletcher (nacido el 1 de noviembre de 1990) es un desarrollador inmobiliario y personalidad de televisión estadounidense, que es mejor conocido por su papel como concursante en la décima temporada de ABC "The Bachelor" y como el líder en la décima temporada de "The Bachelorette ".
Her father is a real estate developer and her mother is an interior designer . ||| Su padre es un desarrollador inmobiliario y su madre es un diseñador de interiores.
A late developer , Typecast began to show contending form in 1971 at age five when she ran second in both the Beverly Hills and Ramona Handicaps and won the Las Palmas Handicap . ||| Un desarrollador tardío, Typecast comenzó a mostrar forma contendente en 1971 a la edad de cinco años cuando fue la segunda en los Beverly Hills y Ramona Handicaps y ganó el Las Palmas Handicap.
In late 2011 , the online chatbox provider Xat filed a lawsuit after a developer published a copy of the source code to her server emulator . ||| A finales de 2011, el proveedor de chatbox en línea Xat presentó una demanda después de que un desarrollador publicó una copia del código fuente a su emulador de servidor.
This led to suspicion that the developer intentionally manipulated her drop rate so most players would pour a lot of money to attempt drawing her in vain while sustaining the illusion that she was still in the gacha pool . ||| Esto llevó a la sospecha de que el desarrollador intencionalmente manipuló su tasa de caída, por lo que la mayoría de los jugadores irían un montón de dinero para intentar atraerla en vano mientras mantiene la ilusión de que ella todavía estaba en la piscina de gacha.
Three novel processes ( negotiating , constructing , and attuning ) were identified that integrate the individual faculty developer , her context , and the evolution of her competence . ||| Se identificaron tres nuevos procesos (de negociación, construción y atún) que integran al desarrollador individual de la facultad, su contexto y la evolución de su competencia.
The developer Joel Surnow , who described himself as " devotee of Besson 's film " , has repeatedly stated in interviews that the series is modelled explicitly after the Besson 's film and not the American remake , declaring that he had never seen " Point of No Return " . ||| El desarrollador Joel Surnow, que se describió como " devota de la película de Besson ", ha afirmado repetidamente en entrevistas que la serie se modela explícitamente después de la película de Besson y no el remake estadounidense, declarando que nunca había visto " Point of No Return ".
On March 18 , 2010 , Fluid developer Todd Ditchendorf announced on his weblog that he was open - sourcing the browser - portion of Fluid ( also used by the Cruz browser ) under the Apache License as Fluidium . ||| El 18 de marzo de 2010, el desarrollador de Fluid, Todd Ditchendorf, anunció en su weblog que estaba abierto - surgiendo el navegador - porción de Fluid (también utilizado por el navegador Cruz) bajo la Licencia de Apache como Fluidium.
Zed A. Shaw is a software developer most commonly known for creating the Mongrel web server for Ruby web applications , as well as his articles on technology , business , and technical communities . ||| Zed A. Shaw es un desarrollador de software más comúnmente conocido por la creación del servidor web Mongrel para las aplicaciones web de Ruby, así como sus artículos sobre tecnología, negocios y comunidades técnicas.
A real estate developer goes to his 25th high school reunion without his wife , and finds his old teenage band playing . ||| Un desarrollador inmobiliario va a su 25a reunión de escuela secundaria sin su esposa, y encuentra su vieja banda adolescente jugando.
A gradual but ceaseless developer as a composer , in his last couple of decades Farwell produced his most individual works - including a series of polytonal studies for piano , several concise instrumental sonatas , numerous effective and penetrating settings of the poetry of Emily Dickinson , and a satirical opera , " Cartoon " , which contains extended parodies of Stravinsky and Schoenberg . ||| Un desarrollador gradual pero ininterrumpido como compositor, en sus últimas décadas Farwell produjo sus obras más individuales - incluyendo una serie de estudios politónicos para el piano, varias sonatas instrumentales concisas, numerosos ajustes eficaces y penetrantes de la poesía de Emily Dickinson, y una ópera satírica, " Cartoon ", que contiene parodias extendidas de Stravinsky y Schoenberg.
A good question to ask is , " Why ? " A game developer with 20 years of experience offers his perspective on what may be limiting health games ' appeal and what can be done about it . ||| Una buena pregunta para preguntar es, "¿Por qué? " Un desarrollador de juegos con 20 años de experiencia ofrece su perspectiva sobre lo que puede ser limitando el apetito de los juegos de salud y lo que se puede hacer sobre él.
This is suspected of being related to a suggested " " Scorched Earth " project " that the developer has mentioned in his blog in March 2006 . ||| Esto es sospechoso de estar relacionado con un sugerido "Proyecto de la Tierra " que el desarrollador ha mencionado en su blog en marzo de 2006.
Real estate developer Ben Shaoul interned with his company . ||| El desarrollador inmobiliario Ben Shaoul se internó con su compañía.
The developer himself said , " I did n't think it was going to be this popular , I thought it would gain only a small group of dedicated viewers and many others would check it out briefly before moving on to other things . ||| El propio desarrollador dijo, "No pensé que iba a ser este popular, pensé que sólo ganaría un pequeño grupo de espectadores dedicados y muchos otros lo comprobarían brevemente antes de pasar a otras cosas.
Shortly after , a well - known PlayStation 3 developer , " Rogero , " released his free of charge 4.21 CFW . ||| Poco después, un desarrollador bien conocido de PlayStation 3, " Rogero, " lanzó su libre 4.21 CFW.
Video game developer Nicklas Nygren used Fast Tracker 2 in his early works ( e.g. Knytt Stories ) to compose the video game music . ||| El desarrollador de videojuegos Nicklas Nygren utilizó Fast Tracker 2 en sus trabajos tempranos (por ejemplo, Knytt Stories) para componer la música de videojuegos.
Before his next start , Houston , Texas , real estate developer John Ballis paid $ 1 million for a half interest in the horse . ||| Antes de su próximo lanzamiento, Houston, Texas, el desarrollador inmobiliario John Ballis pagó 1 millón de dólares por medio interés en el caballo.
Ernest Sparkman , a name now synonymous with radio broadcasting in Perry County , died in January 2010 at the age of 84 , and well - known land developer Roy Campbell was murdered in his Brownsfork home in November 2010 . ||| Ernest Sparkman, un nombre ahora sinónimo de la radio en el condado de Perry, murió en enero de 2010 a los 84 años, y el conocido desarrollador de tierra Roy Campbell fue asesinado en su casa Brownsfork en noviembre de 2010.
In 2007 , a developer at QNX Software Systems announced on his blog that he and a colleague were working on incorporating DTrace into the QNX operating system . ||| En 2007, un desarrollador de QNX Software Systems anunció en su blog que él y un colega estaban trabajando en la incorporación de DTrace en el sistema operativo de QNX.
McMillan was born and raised in La Jolla , California , where his father is a real estate developer and his mother a psychologist . ||| McMillan nació y creció en La Jolla, California, donde su padre es un desarrollador inmobiliario y su madre es un psicólogo.
HTTP Switchboard 's developer , Raymond Hill , has also developed other browser extensions , including ad filtering uBlock which he actively leads as uBlock Origin . ||| El desarrollador de HTTP Switchboard, Raymond Hill, también ha desarrollado otras extensiones de navegador, incluyendo el filtro de anuncios uBlock que conduce activamente como uBlock Origin.
Trump was honored for his work as a successful developer in New York City and his German heritage.[citation missing ] ||| Trump fue honrado por su trabajo como desarrollador exitoso en Nueva York y su patrimonio alemán.
Charles Deetz is a former real estate developer ; his wife Delia , a sculptor ; and his teenage goth daughter Lydia , from his first marriage , who is an aspiring photographer . ||| Charles Deetz es un ex desarrollador inmobiliario; su esposa Delia, un escultor; y su adolescente goth hija Lydia, de su primer matrimonio, que es un aspirante fotógrafo.
Indie game developer Ben Esposito worked on " Donut County " in his free time while developing " The Unfinished Swan " . ||| El desarrollador de juegos de la India Ben Esposito trabajó en " Donut County " en su tiempo libre mientras desarrollaba " The Unfinished Swan ".
His father , Eldridge Gonaway was an attorney and city developer and his Mother , Lois ( née Warrior ) is a retired registered nurse . ||| Su padre, Eldridge Gonaway era un abogado y desarrollador de la ciudad y su madre, Lois (née Warrior) es una enfermera registrada en jubilación.
In May 2009 local developer George Altamura spoke about his interest in purchasing the property . ||| En mayo de 2009, el desarrollador local George Altamura habló sobre su interés en la compra de la propiedad.
Via his Twitter account , developer Trent Oster revealed that the studio would not be making an Xbox 360 version for either remaster , because the controller was not a good fit for the Infinity Engine . ||| A través de su cuenta de Twitter, el desarrollador Trent Oster reveló que el estudio no estaría haciendo una versión de Xbox 360 para ningún remaster, porque el controlador no era una buena opción para el Infinity Engine.
Her father was a commercial real - estate developer and her mother a homemaker . ||| Su padre era un desarrollador real comercial y su madre un fabricante doméstico.
Hannah Fletcher ( born November 1 , 1990 ) is a real estate developer and American television personality , who is best known for her role as a contestant on the twentieth season of ABC 's " The Bachelor " and as the lead on the twelfth season of " The Bachelorette " . ||| Hannah Fletcher (nacido el 1 de noviembre de 1990) es un desarrollador inmobiliario y personalidad de televisión estadounidense, que es mejor conocido por su papel como concursante en la décima temporada de ABC "The Bachelor" y como el líder en la décima temporada de "The Bachelorette".
Her father is a real estate developer and her mother is an interior designer . ||| Su padre es un desarrollador inmobiliario y su madre es un diseñador de interiores.
A late developer , Typecast began to show contending form in 1971 at age five when she ran second in both the Beverly Hills and Ramona Handicaps and won the Las Palmas Handicap . ||| Un desarrollador tardío, Typecast comenzó a mostrar forma contendente en 1971 a la edad de cinco años cuando fue la segunda en los Beverly Hills y Ramona Handicaps y ganó el Las Palmas Handicap.
In late 2011 , the online chatbox provider Xat filed a lawsuit after a developer published a copy of the source code to her server emulator . ||| A finales de 2011, el proveedor de chatbox en línea Xat presentó una demanda después de que un desarrollador publicó una copia del código fuente a su emulador de servidor.
This led to suspicion that the developer intentionally manipulated her drop rate so most players would pour a lot of money to attempt drawing her in vain while sustaining the illusion that she was still in the gacha pool . ||| Esto llevó a la sospecha de que el desarrollador intencionalmente manipuló su tasa de caída para que la mayoría de los jugadores derramaran un montón de dinero para intentar atraerla en vano mientras mantiene la ilusión de que ella todavía estaba en la piscina de gacha.
Three novel processes ( negotiating , constructing , and attuning ) were identified that integrate the individual faculty developer , her context , and the evolution of her competence . ||| Se identificaron tres nuevos procesos (de negociación, construción y atuning) que integran al individuo desarrollador de facultad, su contexto y la evolución de su competencia.
The developer Joel Surnow , who described himself as " devotee of Besson 's film " , has repeatedly stated in interviews that the series is modelled explicitly after the Besson 's film and not the American remake , declaring that he had never seen " Point of No Return " . ||| El desarrollador Joel Surnow, que se describió como " devota de la película de Besson ", ha afirmado repetidamente en entrevistas que la serie se modela explícitamente después de la película de Besson y no el remake estadounidense, declarando que nunca había visto " Point of No Return ".
On March 18 , 2010 , Fluid developer Todd Ditchendorf announced on his weblog that he was open - sourcing the browser - portion of Fluid ( also used by the Cruz browser ) under the Apache License as Fluidium . ||| El 18 de marzo de 2010, el desarrollador de Fluid, Todd Ditchendorf, anunció en su weblog que estaba abierto - surgiendo el navegador - porción de Fluid (también utilizado por el navegador Cruz) bajo la Licencia de Apache como Fluidium.
Zed A. Shaw is a software developer most commonly known for creating the Mongrel web server for Ruby web applications , as well as his articles on technology , business , and technical communities . ||| Zed A. Shaw es un desarrollador de software más comúnmente conocido por la creación del servidor web Mongrel para las aplicaciones web de Ruby, así como sus artículos sobre tecnología, negocios y comunidades técnicas.
A real estate developer goes to his 25th high school reunion without his wife , and finds his old teenage band playing . ||| Un desarrollador inmobiliario va a su 25a reunión de la escuela secundaria sin su esposa, y encuentra su vieja banda adolescente jugando.
A gradual but ceaseless developer as a composer , in his last couple of decades Farwell produced his most individual works - including a series of polytonal studies for piano , several concise instrumental sonatas , numerous effective and penetrating settings of the poetry of Emily Dickinson , and a satirical opera , " Cartoon " , which contains extended parodies of Stravinsky and Schoenberg . ||| Un desarrollador gradual pero ininterrumpido como compositor, en sus últimas décadas Farwell produjo sus obras más individuales - incluyendo una serie de estudios politónicos para el piano, varias sonatas instrumentales concisas, numerosos ajustes eficaces y penetrantes de la poesía de Emily Dickinson, y una ópera satírica, " Cartoon ", que contiene parodias extendidas de Stravinsky y Schoenberg.
A good question to ask is , " Why ? " A game developer with 20 years of experience offers his perspective on what may be limiting health games ' appeal and what can be done about it . ||| Una buena pregunta para preguntar es, "¿Por qué? " Un desarrollador de juegos con 20 años de experiencia ofrece su perspectiva sobre lo que puede ser limitar el apelo de juegos de salud y lo que se puede hacer sobre él.
This is suspected of being related to a suggested " " Scorched Earth " project " that the developer has mentioned in his blog in March 2006 . ||| Esto es sospechoso de estar relacionado con un sugerido "Proyecto de la Tierra " que el desarrollador ha mencionado en su blog en marzo de 2006.
Real estate developer Ben Shaoul interned with his company . ||| El desarrollador inmobiliario Ben Shaoul se internó con su compañía.
The developer himself said , " I did n't think it was going to be this popular , I thought it would gain only a small group of dedicated viewers and many others would check it out briefly before moving on to other things . ||| El propio desarrollador dijo, "No pensé que iba a ser este popular, pensé que sólo ganaría un pequeño grupo de espectadores dedicados y muchos otros lo comprobarían brevemente antes de pasar a otras cosas.
Shortly after , a well - known PlayStation 3 developer , " Rogero , " released his free of charge 4.21 CFW . ||| Poco después, un desarrollador bien conocido de PlayStation 3, " Rogero, " lanzó su libre 4.21 CFW.
Video game developer Nicklas Nygren used Fast Tracker 2 in his early works ( e.g. Knytt Stories ) to compose the video game music . ||| El desarrollador de videojuegos Nicklas Nygren utilizó Fast Tracker 2 en sus trabajos tempranos (por ejemplo, Knytt Stories) para componer la música de videojuegos.
Before his next start , Houston , Texas , real estate developer John Ballis paid $ 1 million for a half interest in the horse . ||| Antes de su próximo lanzamiento, Houston, Texas, el desarrollador inmobiliario John Ballis pagó 1 millón de dólares por medio interés en el caballo.
Ernest Sparkman , a name now synonymous with radio broadcasting in Perry County , died in January 2010 at the age of 84 , and well - known land developer Roy Campbell was murdered in his Brownsfork home in November 2010 . ||| Ernest Sparkman, un nombre ahora sinónimo de la radio en el condado de Perry, murió en enero de 2010 a la edad de 84 años, y el conocido desarrollador de tierra Roy Campbell fue asesinado en su casa Brownsfork en noviembre de 2010.
In 2007 , a developer at QNX Software Systems announced on his blog that he and a colleague were working on incorporating DTrace into the QNX operating system . ||| En 2007, un desarrollador de QNX Software Systems anunció en su blog que él y un colega estaban trabajando en incorporar DTrace al sistema operativo de QNX.
McMillan was born and raised in La Jolla , California , where his father is a real estate developer and his mother a psychologist . ||| McMillan nació y creció en La Jolla, California, donde su padre es un desarrollador inmobiliario y su madre es un psicólogo.
HTTP Switchboard 's developer , Raymond Hill , has also developed other browser extensions , including ad filtering uBlock which he actively leads as uBlock Origin . ||| El desarrollador de HTTP Switchboard, Raymond Hill, también ha desarrollado otras extensiones de navegador, incluyendo el filtro de anuncios uBlock que conduce activamente como uBlock Origin.
Trump was honored for his work as a successful developer in New York City and his German heritage.[citation missing ] ||| Trump fue honrado por su trabajo como desarrollador exitoso en Nueva York y su patrimonio alemán.
Charles Deetz is a former real estate developer ; his wife Delia , a sculptor ; and his teenage goth daughter Lydia , from his first marriage , who is an aspiring photographer . ||| Charles Deetz es un ex desarrollador inmobiliario; su esposa Delia, un escultor; y su adolescente, la hija Lydia, de su primer matrimonio, que es un aspirante fotógrafo.
Indie game developer Ben Esposito worked on " Donut County " in his free time while developing " The Unfinished Swan " . ||| El desarrollador de juegos de la India Ben Esposito trabajó en " Donut County " en su tiempo libre mientras desarrolló " The Unfinished Swan ".
His father , Eldridge Gonaway was an attorney and city developer and his Mother , Lois ( née Warrior ) is a retired registered nurse . ||| Su padre, Eldridge Gonaway fue un abogado y desarrollador de la ciudad y su madre, Lois (née Warrior) es una enfermera registrada en jubilación.
In May 2009 local developer George Altamura spoke about his interest in purchasing the property . ||| En mayo de 2009, el desarrollador local George Altamura habló sobre su interés en la compra de la propiedad.
Via his Twitter account , developer Trent Oster revealed that the studio would not be making an Xbox 360 version for either remaster , because the controller was not a good fit for the Infinity Engine . ||| A través de su cuenta de Twitter, el desarrollador Trent Oster reveló que el estudio no haría una versión de Xbox 360 para ningún remaster, porque el controlador no era un buen lugar para el Infinity Engine.
Her father was a commercial real - estate developer and her mother a homemaker . ||| Su padre era un desarrollador comercial real - inmobiliario y su madre un trabajador doméstico.
Hannah Fletcher ( born November 1 , 1990 ) is a real estate developer and American television personality , who is best known for her role as a contestant on the twentieth season of ABC 's " The Bachelor " and as the lead on the twelfth season of " The Bachelorette " . ||| Hannah Fletcher (nacido el 1 de noviembre de 1990) es un desarrollador inmobiliario y personalidad de televisión estadounidense, que es mejor conocido por su papel como concursante en la décima temporada de ABC's 'The Bachelor'y como el líder en la décima temporada de 'The Bachelorette '.
Her father is a real estate developer and her mother is an interior designer . ||| Su padre es un desarrollador inmobiliario y su madre es un diseñador de interiores.
A late developer , Typecast began to show contending form in 1971 at age five when she ran second in both the Beverly Hills and Ramona Handicaps and won the Las Palmas Handicap . ||| Un desarrollador tardío, Typecast comenzó a mostrar una forma contendente en 1971 a los cinco años cuando fue la segunda en tanto los Beverly Hills como Ramona Handicaps y ganó el Las Palmas Handicap.
In late 2011 , the online chatbox provider Xat filed a lawsuit after a developer published a copy of the source code to her server emulator . ||| A finales de 2011, el proveedor de chatbox en línea Xat presentó una demanda después de que un desarrollador publicó una copia del código fuente a su emulador de servidor.
This led to suspicion that the developer intentionally manipulated her drop rate so most players would pour a lot of money to attempt drawing her in vain while sustaining the illusion that she was still in the gacha pool . ||| Esto llevó a la sospecha de que el desarrollador intencionalmente manipuló su tasa de caída para que la mayoría de los jugadores derramaran un montón de dinero para tratar de atraerla en vano mientras mantiene la ilusión de que ella todavía estaba en la piscina de gacha.
Three novel processes ( negotiating , constructing , and attuning ) were identified that integrate the individual faculty developer , her context , and the evolution of her competence . ||| Tres nuevos procesos (negociando, construyendo y atuncionando) se identificaron que integran al desarrollador individual de la facultad, su contexto, y la evolución de su competencia.
The developer Joel Surnow , who described himself as " devotee of Besson 's film " , has repeatedly stated in interviews that the series is modelled explicitly after the Besson 's film and not the American remake , declaring that he had never seen " Point of No Return " . ||| El desarrollador Joel Surnow, que se describió como " devota de la película de Besson ", ha afirmado repetidamente en entrevistas que la serie se modela explícitamente después de la película de Besson y no el remake americano, declarando que nunca había visto " Point of No Return ".
On March 18 , 2010 , Fluid developer Todd Ditchendorf announced on his weblog that he was open - sourcing the browser - portion of Fluid ( also used by the Cruz browser ) under the Apache License as Fluidium . ||| El 18 de marzo de 2010, el desarrollador de Fluid Todd Ditchendorf anunció en su weblog que él estaba abierto - surgiendo el navegador - parte de Fluid (también utilizado por el navegador Cruz ) bajo la Licencia Apache como Fluidium.
Zed A. Shaw is a software developer most commonly known for creating the Mongrel web server for Ruby web applications , as well as his articles on technology , business , and technical communities . ||| Zed A. Shaw es un desarrollador de software más comúnmente conocido por la creación del servidor web de Mongrel para las aplicaciones web de Ruby, así como sus artículos sobre tecnología, negocios y comunidades técnicas.
A real estate developer goes to his 25th high school reunion without his wife , and finds his old teenage band playing . ||| Un desarrollador inmobiliario va a su 25a reunión de escuela secundaria sin su esposa, y encuentra su viejo grupo adolescente jugando.
A gradual but ceaseless developer as a composer , in his last couple of decades Farwell produced his most individual works - including a series of polytonal studies for piano , several concise instrumental sonatas , numerous effective and penetrating settings of the poetry of Emily Dickinson , and a satirical opera , " Cartoon " , which contains extended parodies of Stravinsky and Schoenberg . ||| Una desarrolladora gradual pero sin descanso como compositor, en sus últimas décadas Farwell produjo sus obras más individuales - incluyendo una serie de estudios politónicos para el piano, varias sonatas instrumentales concisas, numerosos establecimientos efectivos y penetrantes de la poesía de Emily Dickinson, y una ópera satírica, " Cartoon ", que contiene parodias extendidas de Stravinsky y Schoenberg.
A good question to ask is , " Why ? " A game developer with 20 years of experience offers his perspective on what may be limiting health games ' appeal and what can be done about it . ||| Una buena pregunta para preguntar es, "¿Por qué? " Un desarrollador de juegos con 20 años de experiencia ofrece su perspectiva sobre lo que puede ser limitando los juegos de salud'atracción y lo que se puede hacer sobre ella.
This is suspected of being related to a suggested " " Scorched Earth " project " that the developer has mentioned in his blog in March 2006 . ||| Esto se sospecha de estar relacionado con un sugerido "Proyecto de la Tierra " que el desarrollador ha mencionado en su blog en marzo de 2006.
Real estate developer Ben Shaoul interned with his company . ||| Desarrollador inmobiliario Ben Shaoul se internó con su compañía.
The developer himself said , " I did n't think it was going to be this popular , I thought it would gain only a small group of dedicated viewers and many others would check it out briefly before moving on to other things . ||| El desarrollador mismo dijo, "No pensé que iba a ser este popular, pensé que sólo ganaría un pequeño grupo de espectadores dedicados y muchos otros lo comprobarían brevemente antes de pasar a otras cosas.
Shortly after , a well - known PlayStation 3 developer , " Rogero , " released his free of charge 4.21 CFW . ||| Corto después, un desarrollador bien conocido de PlayStation 3, " Rogero, " lanzó su libre 4.21 CFW.
Video game developer Nicklas Nygren used Fast Tracker 2 in his early works ( e.g. Knytt Stories ) to compose the video game music . ||| El desarrollador de videojuegos Nicklas Nygren utilizó Fast Tracker 2 en sus obras tempranas (por ejemplo, Knytt Stories ) para compilar la música de videojuegos.
Before his next start , Houston , Texas , real estate developer John Ballis paid $ 1 million for a half interest in the horse . ||| Antes de su próximo comienzo, Houston, Texas, el desarrollador inmobiliario John Ballis pagó 1 millón de dólares por medio de interés en el caballo.
Ernest Sparkman , a name now synonymous with radio broadcasting in Perry County , died in January 2010 at the age of 84 , and well - known land developer Roy Campbell was murdered in his Brownsfork home in November 2010 . ||| Ernest Sparkman, un nombre ahora sinónimo de la radio en el condado de Perry, murió en enero de 2010 a la edad de 84 años, y bien conocido desarrollador de tierra Roy Campbell fue asesinado en su casa Brownsfork en noviembre de 2010.
In 2007 , a developer at QNX Software Systems announced on his blog that he and a colleague were working on incorporating DTrace into the QNX operating system . ||| En 2007, un desarrollador de QNX Software Systems anunció en su blog que él y un colega estaban trabajando en incorporar DTrace al sistema operativo QNX.
McMillan was born and raised in La Jolla , California , where his father is a real estate developer and his mother a psychologist . ||| McMillan nació y creció en La Jolla, California, donde su padre es un desarrollador inmobiliario y su madre es un psicólogo.
HTTP Switchboard 's developer , Raymond Hill , has also developed other browser extensions , including ad filtering uBlock which he actively leads as uBlock Origin . ||| HTTP Switchboard's desarrollador, Raymond Hill, también ha desarrollado otras extensiones de navegador, incluyendo la publicidad filtrando uBlock que él conduce activamente como uBlock Origin.
Trump was honored for his work as a successful developer in New York City and his German heritage.[citation missing ] ||| Trump fue honrado por su trabajo como desarrolladora exitosa en Nueva York y su patrimonio alemán.
Charles Deetz is a former real estate developer ; his wife Delia , a sculptor ; and his teenage goth daughter Lydia , from his first marriage , who is an aspiring photographer . ||| Charles Deetz es una ex desarrolladora inmobiliaria; su esposa Delia, un escultor; y su adolescente goth hija Lydia, de su primer matrimonio, que es un aspirante fotógrafo.
Indie game developer Ben Esposito worked on " Donut County " in his free time while developing " The Unfinished Swan " . ||| Indie juego desarrollador Ben Esposito trabajó en " Donut County " en su tiempo libre mientras desarrollando " The Unfinished Swan ".
His father , Eldridge Gonaway was an attorney and city developer and his Mother , Lois ( née Warrior ) is a retired registered nurse . ||| Su padre, Eldridge Gonaway fue un abogado y desarrollador de la ciudad y su madre, Lois (née Warrior) es una enfermera registrada en jubilación.
In May 2009 local developer George Altamura spoke about his interest in purchasing the property . ||| En mayo de 2009, el desarrollador local George Altamura habló de su interés en la compra de la propiedad.
Via his Twitter account , developer Trent Oster revealed that the studio would not be making an Xbox 360 version for either remaster , because the controller was not a good fit for the Infinity Engine . ||| A través de su cuenta de Twitter, el desarrollador Trent Oster reveló que el estudio no se haría una versión de Xbox 360 para el remaster, porque el controlador no era una buena opción para el Infinity Engine.
Her father was a commercial real - estate developer and her mother a homemaker . ||| Su padre era un desarrollador comercial real - inmobiliario y su madre un fabricante doméstico.
Hannah Fletcher ( born November 1 , 1990 ) is a real estate developer and American television personality , who is best known for her role as a contestant on the twentieth season of ABC 's " The Bachelor " and as the lead on the twelfth season of " The Bachelorette " . ||| Hannah Fletcher (nacido el 1 de noviembre de 1990) es un desarrollador inmobiliario y personalidad de televisión estadounidense, que es mejor conocido por su papel como concursante en la décima temporada de ABC's 'The Bachelor'y como el líder en la décima temporada de 'The Bachelorette '.
Her father is a real estate developer and her mother is an interior designer . ||| Su padre es un desarrollador inmobiliario y su madre es un diseñador de interiores.
A late developer , Typecast began to show contending form in 1971 at age five when she ran second in both the Beverly Hills and Ramona Handicaps and won the Las Palmas Handicap . ||| Una desarrolladora tardía, Typecast comenzó a mostrar una forma contendente en 1971 a los cinco años cuando fue la segunda en tanto los Beverly Hills como Ramona Handicaps y ganó el Las Palmas Handicap.
In late 2011 , the online chatbox provider Xat filed a lawsuit after a developer published a copy of the source code to her server emulator . ||| A finales de 2011, el proveedor de chatbox en línea Xat presentó una demanda después de que un desarrollador publicó una copia del código fuente a su emulador de servidor.
This led to suspicion that the developer intentionally manipulated her drop rate so most players would pour a lot of money to attempt drawing her in vain while sustaining the illusion that she was still in the gacha pool . ||| Esto llevó a la sospecha de que el desarrollador intencionalmente manipuló su tasa de caída para que la mayoría de los jugadores derramaran un montón de dinero para intentar atraerla en vano mientras mantiene la ilusión de que ella todavía estaba en la piscina de gacha.
Three novel processes ( negotiating , constructing , and attuning ) were identified that integrate the individual faculty developer , her context , and the evolution of her competence . ||| Tres nuevos procesos (de negociación, construcción y atuning) se han identificado que integran el desarrollador individual de la facultad, su contexto, y la evolución de su competencia.
